timestamp,settlement_period,niv,demand_forecast,wind_forecast,solar_forecast,generation_forecast,interconnector_flow,day_ahead_price,system_price,temperature
2025-01-02T08:00:00Z,17,-593.8,30678.92,7236.88,719.98,28893.52,2720.53,56.31,21.92,7.98
2025-01-02T08:30:00Z,18,-536.87,30326.48,7116.48,951.54,29027.93,2007.63,56.22,21.75,8.15
2025-01-02T09:00:00Z,19,-218.49,29896.85,8034.07,1103.12,28374.95,1564.54,58.99,59.88,8.36
2025-01-02T09:30:00Z,20,-319.49,29809.96,7182.78,1034.78,28924.76,1918.84,61.91,47.22,8.35
2025-01-02T10:00:00Z,21,90.41,29885.32,6500.75,1307.05,27607.76,1821.28,67.42,74.72,8.34
2025-01-02T10:30:00Z,22,-48.1,28203.5,6556.55,1345.11,26012.01,2150.84,56.3,48.32,8.65
2025-01-02T11:00:00Z,23,-206.07,28257.83,6710.22,1360.85,26515.31,2087.64,46.94,48.17,8.75
2025-01-02T11:30:00Z,24,24.59,27637.63,6220.79,1314.57,25651.66,1805.58,57.72,45.58,8.64
2025-01-02T12:00:00Z,25,-142.78,27717.27,7279.77,1511.36,26627.09,1667.7,55.75,36.1,8.58
2025-01-02T12:30:00Z,26,-201.18,27509.07,8176.14,1297.78,25289.13,2238.64,49.84,51.02,8.59
2025-01-02T13:00:00Z,27,251.72,26679.57,7472.36,1330.54,24222.21,1381.31,54.56,63.75,8.92
2025-01-02T13:30:00Z,28,599.74,27760.18,7155.37,1393.37,24767.01,2161.48,56.01,88.87,9.19
2025-01-02T14:00:00Z,29,-49.26,28637.04,6062.09,1668.97,27499.98,1731.47,62.22,78.68,9.57
2025-01-02T14:30:00Z,30,344.4,28357.85,6495.81,1347.52,26289.78,1442.04,53.27,81.52,9.71
2025-01-02T15:00:00Z,31,368.67,29667.2,6603.43,1356.77,28512.56,1186.24,65.03,86.12,9.98
2025-01-02T15:30:00Z,32,409.88,30008.28,6020.93,1183.64,27468.85,2239.64,60.04,66.8,10.34
2025-01-02T16:00:00Z,33,275.77,30529.16,6320.47,1010.7,30090.43,753.04,63.63,70.32,10.47
2025-01-02T16:30:00Z,34,84.28,31641.76,6578.52,1085.28,29896.98,1715.84,71.28,89.44,10.77
2025-01-02T17:00:00Z,35,407.49,32072.27,5289.7,891.36,30078.91,1421.31,73.16,80.4,10.8
2025-01-02T17:30:00Z,36,680.44,32307.8,4324.41,987.76,30005.01,1336.3,76.07,116.72,10.87
2025-01-02T18:00:00Z,37,382.49,32685.23,5337.23,736.86,32384.31,845.68,78.27,115.88,10.92
2025-01-02T18:30:00Z,38,-5.83,32214.29,5845.92,510.87,31006.48,1072.46,76.05,75.72,10.76
2025-01-02T19:00:00Z,39,677.88,31072.21,5800.67,184.77,27648.45,2492.42,67.33,74.06,10.94
2025-01-02T19:30:00Z,40,328.72,31089.62,5445.87,239.18,29304.4,1930.24,72.85,100.94,10.89
2025-01-02T20:00:00Z,41,56.22,29835.44,5624.77,0.0,28145.84,1902.17,74.44,69.3,10.91
2025-01-02T20:30:00Z,42,432.97,30211.44,6793.66,0.0,28190.89,1785.46,68.93,73.77,11.01
2025-01-02T21:00:00Z,43,313.97,29654.85,6640.38,47.88,27984.9,1606.04,75.07,89.36,11.06
2025-01-02T21:30:00Z,44,-147.17,29086.97,6351.61,175.92,27579.11,2184.26,66.3,68.69,11.13
2025-01-02T22:00:00Z,45,-17.91,28404.81,6984.74,211.29,26783.45,1659.44,67.33,60.9,11.01
2025-01-02T22:30:00Z,46,493.72,28231.55,6645.73,39.76,24571.51,2690.19,54.47,90.45,10.78
2025-01-02T23:00:00Z,47,250.9,26859.99,6146.25,0.0,24652.76,2240.94,57.63,84.46,10.61
2025-01-02T23:30:00Z,48,88.04,27300.19,5060.88,0.0,26062.4,1871.77,55.99,54.88,10.06
2025-01-03T00:00:00Z,1,52.23,25407.57,5489.61,0.0,22590.57,1951.81,51.68,75.47,9.43
2025-01-03T00:30:00Z,2,-340.72,25545.32,4740.43,0.0,24326.55,1683.21,64.98,57.9,8.94
2025-01-03T01:00:00Z,3,-317.58,26067.39,5227.78,10.78,23440.56,2571.16,49.26,38.56,8.51
2025-01-03T01:30:00Z,4,554.46,25537.53,4716.5,12.41,23004.2,1560.26,61.49,101.18,8.39
2025-01-03T02:00:00Z,5,256.94,25106.65,5822.58,0.0,23499.75,2190.4,56.04,68.11,7.97
2025-01-03T02:30:00Z,6,372.97,24594.91,5599.39,57.79,22073.51,2000.54,56.09,77.81,7.67
2025-01-03T03:00:00Z,7,161.02,24226.06,5776.01,0.0,22587.43,1631.19,50.61,39.6,7.75
2025-01-03T03:30:00Z,8,-87.13,24867.44,6025.31,15.28,22824.45,2238.98,59.18,46.63,7.46
2025-01-03T04:00:00Z,9,85.52,25566.08,6011.82,174.81,24799.15,827.33,54.89,55.62,7.43
2025-01-03T04:30:00Z,10,66.96,25737.14,5757.29,0.0,22701.33,2538.7,58.03,83.31,7.04
2025-01-03T05:00:00Z,11,-157.5,25511.7,5483.65,14.26,23406.07,2874.59,46.39,50.62,6.84
2025-01-03T05:30:00Z,12,486.79,27001.7,5555.89,0.0,24484.02,1944.42,53.43,79.05,6.49
2025-01-03T06:00:00Z,13,469.11,26973.13,4683.05,101.06,24685.4,2039.96,58.34,85.14,6.3
2025-01-03T06:30:00Z,14,121.38,28975.99,6315.54,343.99,27389.13,2129.67,63.04,66.24,6.41
2025-01-03T07:00:00Z,15,202.67,29062.78,5942.63,350.58,26280.1,2692.08,55.71,71.46,5.97
2025-01-03T07:30:00Z,16,224.52,29364.24,5760.29,676.25,26195.91,2921.19,53.93,76.35,6.04
2025-01-03T08:00:00Z,17,43.91,30500.41,5845.95,728.24,27467.99,2808.06,64.26,66.85,6.1
2025-01-03T08:30:00Z,18,677.41,30357.02,6070.38,1269.89,26398.89,2728.55,57.45,92.08,6.01
2025-01-03T09:00:00Z,19,61.47,29930.91,5859.69,1186.25,28206.66,2334.13,62.7,61.15,5.76
2025-01-03T09:30:00Z,20,344.41,30317.55,5245.1,1212.64,28306.49,1199.71,62.13,74.0,5.87
2025-01-03T10:00:00Z,21,226.6,29124.65,5588.01,1248.11,27095.33,1994.49,62.88,72.72,5.89
2025-01-03T10:30:00Z,22,944.88,28077.43,5756.12,1704.94,24090.66,2469.41,49.95,110.25,6.1
2025-01-03T11:00:00Z,23,596.42,28174.52,5740.96,1561.33,25798.62,2413.1,54.6,98.65,6.28
2025-01-03T11:30:00Z,24,762.03,27552.12,6658.53,1676.43,24830.49,1851.02,52.17,73.86,6.84
2025-01-03T12:00:00Z,25,1039.5,28079.62,6668.43,1682.59,25910.19,1025.58,59.19,109.77,7.0
2025-01-03T12:30:00Z,26,942.84,27647.01,6107.31,1487.9,24740.02,2234.66,53.65,95.95,7.01
2025-01-03T13:00:00Z,27,1183.93,27806.01,5527.47,1850.01,25320.74,1364.77,57.22,115.47,7.29
2025-01-03T13:30:00Z,28,897.67,27261.29,5693.42,1560.82,25814.99,1307.63,51.98,101.34,7.6
2025-01-03T14:00:00Z,29,674.36,28268.86,,1517.32,26124.86,2126.04,61.64,87.06,8.15
2025-01-03T14:30:00Z,30,344.79,28697.95,5560.74,1665.73,26899.98,1670.92,64.35,87.48,8.59
2025-01-03T15:00:00Z,31,581.12,28866.03,6226.72,1410.42,26415.76,1958.46,61.21,100.92,8.91
2025-01-03T15:30:00Z,32,92.93,29869.33,5516.04,1451.11,29504.18,859.73,63.59,80.81,9.47
2025-01-03T16:00:00Z,33,63.09,30834.13,6690.93,989.28,29208.46,1408.92,65.23,62.27,9.43
2025-01-03T16:30:00Z,34,-298.69,31285.64,6935.92,983.37,31322.87,648.87,67.9,65.65,9.49
2025-01-03T17:00:00Z,35,416.67,31207.47,7371.77,1056.88,27880.22,1848.76,71.09,91.0,9.48
2025-01-03T17:30:00Z,36,452.45,32044.73,6453.9,843.61,30407.03,1726.42,71.94,93.96,9.56
2025-01-03T18:00:00Z,37,366.91,32082.39,6994.35,686.15,31269.8,888.19,78.13,86.39,9.41
2025-01-03T18:30:00Z,38,760.26,32245.42,7080.31,506.49,30456.85,1209.41,72.62,118.0,9.67
2025-01-03T19:00:00Z,39,418.86,31851.44,7076.51,237.63,30910.24,1596.5,67.51,71.65,9.72
2025-01-03T19:30:00Z,40,333.39,31110.47,7583.66,245.9,30151.39,862.13,76.95,94.75,9.46
2025-01-03T20:00:00Z,41,372.41,30452.8,7234.03,136.41,29923.37,536.93,64.72,81.34,9.28
2025-01-03T20:30:00Z,42,-43.83,29992.93,7213.04,0.0,28836.9,1329.1,62.11,55.06,9.36
2025-01-03T21:00:00Z,43,-602.91,29718.81,6691.09,51.3,29112.64,1729.14,63.9,13.95,9.52
2025-01-03T21:30:00Z,44,-368.85,28837.1,6490.05,27.01,27547.29,949.08,68.61,45.55,9.91
2025-01-03T22:00:00Z,45,-301.5,28841.67,5987.83,0.0,26811.21,2062.59,67.86,64.12,10.46
2025-01-03T22:30:00Z,46,-542.41,28337.87,5458.81,106.87,27357.45,1674.23,65.37,60.21,10.43
2025-01-03T23:00:00Z,47,-265.83,28216.75,6279.75,0.0,25917.31,2134.44,62.46,45.57,10.06
2025-01-03T23:30:00Z,48,-463.89,27970.2,6444.99,0.0,27477.57,1108.58,60.81,33.34,9.42
2025-01-04T00:00:00Z,1,-369.22,24823.15,6036.87,0.0,23682.32,1059.09,53.94,42.5,9.17
2025-01-04T00:30:00Z,2,-526.17,23338.66,6105.23,0.0,22218.43,1274.06,51.15,41.22,8.79
2025-01-04T01:00:00Z,3,-93.98,23785.9,5821.21,0.0,21294.89,2310.84,49.1,55.51,8.49
2025-01-04T01:30:00Z,4,-12.47,23726.42,6092.94,0.0,21718.46,1729.42,46.31,56.49,8.15
2025-01-04T02:00:00Z,5,57.26,23558.56,5974.93,0.0,21822.52,1665.43,53.32,65.99,7.9
2025-01-04T02:30:00Z,6,103.78,22476.7,5472.12,0.0,19432.3,2440.13,44.02,26.16,7.92
2025-01-04T03:00:00Z,7,60.3,23071.08,6359.81,15.49,21183.74,1302.25,47.99,24.62,7.74
2025-01-04T03:30:00Z,8,189.09,22954.46,6776.5,0.0,20752.22,2032.88,43.81,59.66,7.49
2025-01-04T04:00:00Z,9,234.58,24017.83,7659.26,0.0,22057.03,1911.03,43.6,57.48,7.07
2025-01-04T04:30:00Z,10,-82.0,23099.47,7180.11,0.0,20702.28,2735.98,49.08,15.84,6.52
2025-01-04T05:00:00Z,11,11.1,23997.86,6884.65,0.0,21213.56,2463.81,50.12,47.83,6.26
2025-01-04T05:30:00Z,12,-193.78,24313.24,7185.71,0.0,23375.14,1828.48,54.38,31.78,6.12
2025-01-04T06:00:00Z,13,425.89,25993.15,7415.15,0.0,22285.9,2858.58,50.42,59.59,6.4
2025-01-04T06:30:00Z,14,480.19,27738.75,7378.28,226.17,24941.47,2168.7,57.83,108.36,6.34
2025-01-04T07:00:00Z,15,6.33,27476.81,7560.14,441.56,25296.21,2355.9,50.6,50.75,6.5
2025-01-04T07:30:00Z,16,-87.58,28068.73,7009.33,680.09,26567.63,2267.5,57.38,38.07,6.36
2025-01-04T08:00:00Z,17,-218.5,28520.4,7596.09,760.42,25122.7,2858.59,50.43,34.34,6.1
2025-01-04T08:30:00Z,18,-548.1,28201.59,7036.98,1227.55,28169.06,942.64,51.6,46.33,5.92
2025-01-04T09:00:00Z,19,-568.28,28123.48,7017.18,1009.56,26274.39,2274.92,57.3,26.76,5.83
2025-01-04T09:30:00Z,20,-567.97,27678.87,7856.46,795.39,24895.46,3038.32,45.68,-3.56,6.39
2025-01-04T10:00:00Z,21,-642.05,26623.12,8895.29,1089.2,25490.2,1375.26,53.18,40.77,
2025-01-04T10:30:00Z,22,-557.63,26449.43,8720.13,1143.55,25209.87,1463.14,48.49,24.53,6.67
2025-01-04T11:00:00Z,23,-49.54,26405.4,8977.62,1215.68,24056.89,1971.88,45.02,51.66,6.64
2025-01-04T11:30:00Z,24,-92.21,26209.52,8819.03,1234.09,23437.16,2389.88,48.39,42.72,7.04
2025-01-04T12:00:00Z,25,278.15,26228.37,9135.68,1333.25,23934.31,1910.17,49.29,64.19,7.34
2025-01-04T12:30:00Z,26,145.61,25805.53,9335.24,1201.09,23842.88,1597.88,54.31,70.12,7.53
2025-01-04T13:00:00Z,27,-401.57,25930.74,8780.12,872.06,24663.76,1633.26,41.68,26.88,7.75
2025-01-04T13:30:00Z,28,-787.82,26339.19,8854.47,1483.25,25662.56,1411.79,45.29,1.14,7.85
2025-01-04T14:00:00Z,29,-304.21,26121.83,8972.19,1335.38,24088.61,1308.5,53.68,31.71,8.2
2025-01-04T14:30:00Z,30,-43.27,26583.86,8504.74,1265.61,25099.06,840.17,50.41,57.93,8.35
2025-01-04T15:00:00Z,31,-602.49,27387.88,7420.4,973.9,25812.42,2390.43,58.77,34.23,8.33
2025-01-04T15:30:00Z,32,-201.69,27551.43,7382.6,1123.54,25997.62,1445.63,49.24,28.67,8.29
2025-01-04T16:00:00Z,33,-163.59,28956.83,7416.44,1229.43,28463.01,854.13,63.81,57.47,8.56
2025-01-04T16:30:00Z,34,45.34,29873.72,8086.41,1146.28,27743.93,1798.22,63.15,62.68,9.13
2025-01-04T17:00:00Z,35,-668.17,29644.46,7720.87,827.92,30638.86,175.24,65.4,7.16,9.36
2025-01-04T17:30:00Z,36,-434.88,30484.43,7762.41,893.18,29860.35,628.46,68.05,17.7,9.5
2025-01-04T18:00:00Z,37,-382.82,30148.22,6915.07,847.46,29262.48,1341.73,63.65,37.52,9.71
2025-01-04T18:30:00Z,38,-608.38,29860.19,6714.19,440.0,29223.45,1169.9,65.41,12.85,10.12
2025-01-04T19:00:00Z,39,28.6,30833.66,7211.42,274.06,28269.3,1448.75,76.07,90.21,10.25
2025-01-04T19:30:00Z,40,525.84,28991.6,6854.4,401.32,27063.91,771.66,64.48,87.83,10.22
2025-01-04T20:00:00Z,41,241.22,28231.58,7279.33,0.0,26799.44,1004.54,72.06,86.14,10.49
2025-01-04T20:30:00Z,42,292.52,28191.45,6834.33,0.0,27030.62,1131.01,68.24,112.03,10.57
2025-01-04T21:00:00Z,43,232.64,27555.3,6527.19,16.21,26629.75,870.56,61.94,66.17,10.87
2025-01-04T21:30:00Z,44,94.07,27139.3,6628.15,36.61,26973.71,765.73,59.47,58.15,10.84
2025-01-04T22:00:00Z,45,156.4,27225.38,6698.65,22.21,24507.57,2037.1,58.07,80.54,10.46
2025-01-04T22:30:00Z,46,265.42,25651.53,6774.5,86.57,24041.27,880.03,52.77,66.69,10.03
2025-01-04T23:00:00Z,47,551.32,25459.56,6254.57,0.0,23509.37,1293.2,53.45,94.13,10.25
2025-01-04T23:30:00Z,48,122.25,26208.58,6521.26,0.0,25860.99,1019.34,65.75,70.14,10.45
2025-01-05T00:00:00Z,1,-464.71,24589.86,6974.36,97.83,23904.21,1125.9,49.48,29.87,10.09
2025-01-05T00:30:00Z,2,309.18,24213.5,8020.9,0.0,22521.89,799.36,52.14,81.74,9.79
2025-01-05T01:00:00Z,3,-264.13,23288.82,7620.19,0.0,22782.54,931.4,44.09,41.65,9.89
2025-01-05T01:30:00Z,4,177.3,23721.63,7629.8,63.66,21894.49,1415.84,39.39,41.07,9.41
2025-01-05T02:00:00Z,5,390.93,23337.3,7131.82,7.45,20893.1,1487.37,43.86,41.15,8.98
2025-01-05T02:30:00Z,6,288.82,22924.56,7364.33,0.0,21025.77,1819.13,45.19,50.6,8.88
2025-01-05T03:00:00Z,7,-259.94,22571.84,7158.32,28.29,19735.12,2714.1,44.45,22.85,8.56
2025-01-05T03:30:00Z,8,216.72,23002.95,7582.71,39.53,21552.86,1899.89,46.52,67.5,8.34
2025-01-05T04:00:00Z,9,73.27,23967.39,7896.15,0.0,22238.65,1608.84,45.42,53.54,8.09
2025-01-05T04:30:00Z,10,-181.15,23260.55,8717.08,0.0,23154.92,792.9,35.39,33.63,7.97
2025-01-05T05:00:00Z,11,-529.94,24019.69,8081.28,0.0,23469.7,1313.32,49.24,29.38,8.1
2025-01-05T05:30:00Z,12,-114.14,24856.81,7713.2,103.79,21692.52,2749.66,47.95,45.71,7.96
2025-01-05T06:00:00Z,13,119.74,25789.27,8414.99,0.0,23329.2,2290.27,48.22,53.75,7.97
2025-01-05T06:30:00Z,14,51.98,26793.48,8370.79,356.41,25265.47,2114.96,51.99,48.68,7.41
2025-01-05T07:00:00Z,15,25.27,27943.02,7969.41,561.03,25691.42,2226.54,57.65,48.95,7.32
2025-01-05T07:30:00Z,16,-17.12,28258.64,8664.58,822.1,27435.0,1430.86,55.61,54.96,7.09
2025-01-05T08:00:00Z,17,-295.69,28344.91,7700.41,925.79,26857.59,2117.92,55.22,30.68,6.8
2025-01-05T08:30:00Z,18,425.82,28405.65,7791.74,1120.03,25470.09,1830.16,59.02,75.6,6.63
2025-01-05T09:00:00Z,19,120.18,28269.35,7844.27,974.88,26154.74,2425.26,57.01,66.41,6.61
2025-01-05T09:30:00Z,20,-61.35,26822.04,8201.29,1077.32,25238.13,1810.29,46.05,42.93,6.9
2025-01-05T10:00:00Z,21,-224.44,27482.44,8289.78,924.44,26261.48,1468.76,49.19,21.56,6.72
2025-01-05T10:30:00Z,22,-368.42,26169.46,9006.83,1431.7,24422.67,1938.3,45.01,2.35,6.87
2025-01-05T11:00:00Z,23,-412.29,25930.61,8680.58,1328.25,24567.82,1542.33,54.76,23.19,6.93
2025-01-05T11:30:00Z,24,-686.21,25991.57,9645.36,829.01,25168.15,1964.89,46.34,19.99,7.05
2025-01-05T12:00:00Z,25,-409.48,25672.54,9468.12,1516.43,24257.13,1649.74,39.13,17.14,7.48
2025-01-05T12:30:00Z,26,-528.51,25905.62,9091.97,1280.4,23552.81,2033.13,50.49,29.87,7.82
2025-01-05T13:00:00Z,27,-353.53,25873.69,9343.95,1383.01,24501.76,1090.14,43.15,26.16,8.34
2025-01-05T13:30:00Z,28,-508.02,25927.15,8663.45,1402.19,23558.39,2182.26,58.17,33.88,8.54
2025-01-05T14:00:00Z,29,-700.55,27069.9,9220.67,1596.76,26281.57,1589.54,51.0,16.06,8.63
2025-01-05T14:30:00Z,30,-361.34,27196.66,8607.62,1519.86,25127.38,1365.08,43.13,8.91,8.82
2025-01-05T15:00:00Z,31,-901.12,27606.41,8656.47,1270.98,26813.97,1758.08,53.19,-9.16,9.11
2025-01-05T15:30:00Z,32,-627.8,28432.42,8143.46,1361.26,26974.16,1571.38,57.03,35.09,9.38
2025-01-05T16:00:00Z,33,21.73,28513.52,7750.32,1078.78,25600.02,1505.35,59.19,66.08,9.35
2025-01-05T16:30:00Z,34,-221.48,30392.72,7209.62,1217.65,29856.9,1375.37,70.28,50.08,9.58
2025-01-05T17:00:00Z,35,-292.11,29517.05,7574.51,870.17,28565.9,1463.88,67.45,48.11,9.81
2025-01-05T17:30:00Z,36,-126.34,30380.93,7587.74,800.38,29141.71,996.4,72.91,69.34,10.53
2025-01-05T18:00:00Z,37,7.39,30330.53,7382.64,849.89,29089.73,1361.47,70.46,68.99,11.07
2025-01-05T18:30:00Z,38,-259.74,30192.77,6790.81,403.34,29951.24,831.93,71.75,87.11,10.98
2025-01-05T19:00:00Z,39,-423.0,29789.39,7792.3,138.13,29832.02,712.51,61.38,40.04,10.99
2025-01-05T19:30:00Z,40,276.3,29125.68,7989.87,283.74,28181.68,845.74,65.14,82.12,10.71
2025-01-05T20:00:00Z,41,-264.35,29327.63,8519.85,0.0,29905.18,296.2,65.66,54.57,10.6
2025-01-05T20:30:00Z,42,-124.0,27616.05,9623.86,0.0,26953.11,541.65,57.78,56.44,10.65
2025-01-05T21:00:00Z,43,-328.04,27897.72,9417.92,0.0,27687.67,985.22,58.17,31.58,10.88
2025-01-05T21:30:00Z,44,719.52,27166.21,9381.04,0.0,25704.94,426.81,46.5,81.64,10.64
2025-01-05T22:00:00Z,45,-246.46,26236.02,9897.23,0.0,26201.46,1025.58,50.87,44.06,10.39
2025-01-05T22:30:00Z,46,198.89,26249.67,10725.41,0.0,23477.0,1634.42,45.15,66.4,9.79
2025-01-05T23:00:00Z,47,324.77,25675.34,10069.24,95.8,24010.07,1149.62,49.19,70.79,9.61
2025-01-05T23:30:00Z,48,-339.74,25078.31,10793.52,0.0,24570.64,1172.15,48.28,7.41,9.21
